LED3_2,,LED3_3,,LED3_4,,LED3_5,,LED3_6,,LED3_7,,LED3_8,,LED3_9,,LED3_10,,LED3_11,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
Method Name    : C:\Varian\Cary Eclipse WinFLR\Default.FMSW
Date/Time stamp: 27.08.2020 16:04:40
Method Modifications:
Instrument mode: Changed: 27.06.2023 11:36:57, Old:Fluorescence, New:Bio/Chemi-luminescence
Em. Slit Width (nm): Changed: 27.06.2023 11:36:57, Old:5, New:1.5
Scan Control Changed: 27.06.2023 11:36:57, Old:Medium, New:Manual
Ave. time (s): Changed: 27.06.2023 11:36:57, Old:0.10000, New:0.00500
Emission Wavelength Changed: 27.06.2023 11:36:57, Old: 400.00, New: 200.00
Stop Wavelength Changed: 27.06.2023 11:36:57, Old: 600.00, New: 500.00
End Method Modifications

LED3_11,
LED3_11
Collection Time: 27.06.2023 11:38:42
Operator Name  : 370nm
Scan Software Version: 1.1(132)
Parameter List :
Instrument                      Cary Eclipse
Instrument Serial Number        EL08083863
Data mode                       Bio/Chemi-luminescence
Gate time (ms)                 5.0000
Scan mode                       Emission
X Mode                          Wavelength (nm)
Start (nm)                      200.00
Stop (nm)                       500.00
Em. Slit (nm)                   1.5
Data interval (nm)              1.0000
Emission filter                 Open
PMT voltage (V)                 Medium
Corrected spectra               OFF
Method Log     :
Method Name    : C:\Varian\Cary Eclipse WinFLR\Default.FMSW
Date/Time stamp: 27.08.2020 16:04:40
Method Modifications:
Instrument mode: Changed: 27.06.2023 11:36:57, Old:Fluorescence, New:Bio/Chemi-luminescence
Em. Slit Width (nm): Changed: 27.06.2023 11:36:57, Old:5, New:1.5
Scan Control Changed: 27.06.2023 11:36:57, Old:Medium, New:Manual
Ave. time (s): Changed: 27.06.2023 11:36:57, Old:0.10000, New:0.00500
Emission Wavelength Changed: 27.06.2023 11:36:57, Old: 400.00, New: 200.00
Stop Wavelength Changed: 27.06.2023 11:36:57, Old: 600.00, New: 500.00
End Method Modifications

